Ward_No,WardName,zone_name,year,month,max_rainfall_3day_mm,avg_monsoon_rainfall_mm,drain_density_km_per_km2,depression_area_fraction,mean_slope_percent,impervious_surface_fraction,drain_condition_score,drain_capacity_proxy,mean_elevation_m,area_km2,yamuna_backflow_risk,water_body_fraction
18,JAHANGIR PURI,Civil Line,2026,2,23.6,0.0,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
18,JAHANGIR PURI,Civil Line,2026,3,27.8,0.0,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
18,JAHANGIR PURI,Civil Line,2026,4,27.6,0.0,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
18,JAHANGIR PURI,Civil Line,2026,5,24.6,0.0,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
18,JAHANGIR PURI,Civil Line,2026,6,32.2,0.0,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
18,JAHANGIR PURI,Civil Line,2026,7,84.8,153.5,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
18,JAHANGIR PURI,Civil Line,2026,8,173.4,153.5,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
18,JAHANGIR PURI,Civil Line,2026,9,155.4,153.5,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
18,JAHANGIR PURI,Civil Line,2026,10,202.3,153.5,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
18,JAHANGIR PURI,Civil Line,2026,11,34.7,0.0,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
18,JAHANGIR PURI,Civil Line,2026,12,16.0,0.0,1.71,0.055,1.09,0.77,2,45.3,227.5,9.24,0.0,0.015
19,SARUP NAGAR,Civil Line,2026,1,6.3,0.0,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,2,33.4,0.0,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,3,34.3,0.0,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,4,16.6,0.0,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,5,29.3,0.0,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,6,32.0,0.0,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,7,161.3,177.3,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,8,75.8,177.3,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,9,198.9,177.3,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,10,141.6,177.3,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,11,14.9,0.0,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
19,SARUP NAGAR,Civil Line,2026,12,19.9,0.0,1.32,0.089,1.83,0.89,3,30.2,210.5,27.65,0.0,0.07
20,SAMAYPUR BADLI,Civil Line,2026,1,27.1,0.0,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,2,24.2,0.0,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,3,39.3,0.0,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,4,24.4,0.0,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,5,11.6,0.0,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,6,25.4,0.0,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,7,84.8,134.4,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,8,138.3,134.4,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,9,62.6,134.4,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,10,152.9,134.4,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,11,23.1,0.0,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
20,SAMAYPUR BADLI,Civil Line,2026,12,30.9,0.0,2.13,0.12,0.2,0.38,5,130.4,204.0,7.3,0.0,0.066
21,ROHINI-A,Rohini,2026,1,34.3,0.0,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,2,17.4,0.0,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,3,22.7,0.0,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,4,37.9,0.0,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,5,35.7,0.0,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,6,8.6,0.0,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,7,116.8,165.7,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,8,144.1,165.7,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,9,135.5,165.7,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,10,83.0,165.7,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,11,35.1,0.0,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
21,ROHINI-A,Rohini,2026,12,28.7,0.0,2.71,0.11,0.46,0.63,3,46.7,237.8,9.97,0.0,0.09
22,ROHINI-B,Rohini,2026,1,20.5,0.0,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,2,18.5,0.0,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,3,25.6,0.0,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,4,11.5,0.0,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,5,26.0,0.0,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,6,35.2,0.0,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,7,197.7,219.8,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,8,173.1,219.8,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,9,176.8,219.8,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,10,144.8,219.8,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,11,25.5,0.0,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
22,ROHINI-B,Rohini,2026,12,9.7,0.0,2.75,0.117,0.99,0.82,5,132.1,213.5,22.07,0.0,0.073
23,RITHALA,Rohini,2026,1,16.7,0.0,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,2,30.8,0.0,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,3,15.0,0.0,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,4,33.1,0.0,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,5,39.9,0.0,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,6,6.1,0.0,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,7,202.6,147.5,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,8,155.8,147.5,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,9,215.5,147.5,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,10,129.1,147.5,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,11,34.7,0.0,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
23,RITHALA,Rohini,2026,12,7.2,0.0,2.56,0.145,0.98,0.57,1,19.5,237.3,19.64,0.0,0.04
24,VIJAY VIHAR,Rohini,2026,1,6.2,0.0,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,2,34.0,0.0,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,3,11.0,0.0,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,4,6.1,0.0,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,5,12.2,0.0,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,6,16.9,0.0,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,7,136.8,175.7,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,8,154.6,175.7,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,9,204.8,175.7,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,10,136.7,175.7,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,11,22.5,0.0,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
24,VIJAY VIHAR,Rohini,2026,12,6.8,0.0,3.53,0.147,1.67,0.34,5,103.2,212.4,3.52,0.0,0.034
25,BUDH VIHAR,Rohini,2026,1,29.1,0.0,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,2,6.1,0.0,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,3,32.4,0.0,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,4,13.4,0.0,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,5,10.1,0.0,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,6,9.0,0.0,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,7,54.6,231.1,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,8,139.0,231.1,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,9,87.1,231.1,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,10,218.2,231.1,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,11,25.1,0.0,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
25,BUDH VIHAR,Rohini,2026,12,9.8,0.0,1.31,0.077,1.71,0.63,3,49.4,204.7,11.08,0.0,0.116
26,POOTH KALAN,Narela,2026,1,39.1,0.0,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,2,6.4,0.0,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,3,25.1,0.0,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,4,18.8,0.0,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,5,6.0,0.0,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,6,25.4,0.0,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,7,51.9,127.1,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,8,183.9,127.1,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,9,102.1,127.1,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,10,56.8,127.1,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,11,25.6,0.0,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
26,POOTH KALAN,Narela,2026,12,18.9,0.0,3.67,0.117,0.34,0.84,1,30.4,204.4,3.91,0.0,0.072
27,BEGUMPUR,Narela,2026,1,28.8,0.0,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,2,16.9,0.0,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,3,37.1,0.0,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,4,19.2,0.0,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,5,10.0,0.0,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,6,30.0,0.0,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,7,99.9,204.1,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,8,139.3,204.1,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,9,168.6,204.1,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,10,203.0,204.1,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,11,32.7,0.0,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
27,BEGUMPUR,Narela,2026,12,28.7,0.0,1.67,0.056,1.48,0.63,4,61.8,232.5,24.46,0.0,0.034
28,SHAHBAAD DAIRY,Narela,2026,1,10.7,0.0,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,2,20.9,0.0,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,3,19.5,0.0,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,4,30.6,0.0,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,5,9.7,0.0,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,6,11.9,0.0,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,7,80.7,175.6,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,8,94.6,175.6,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,9,139.3,175.6,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,10,68.9,175.6,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,11,35.4,0.0,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
28,SHAHBAAD DAIRY,Narela,2026,12,15.4,0.0,1.67,0.058,0.2,0.87,3,71.4,209.7,5.14,0.0,0.006
29,POOTH KHURD,Narela,2026,1,24.1,0.0,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,2,8.4,0.0,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,3,38.5,0.0,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,4,26.0,0.0,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,5,30.5,0.0,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,6,16.0,0.0,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,7,116.8,144.8,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,8,90.3,144.8,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,9,66.5,144.8,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,10,80.4,144.8,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,11,32.9,0.0,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
29,POOTH KHURD,Narela,2026,12,28.7,0.0,3.03,0.025,1.32,0.71,4,127.7,221.8,26.35,0.0,0.052
30,BAWANA,Narela,2026,1,10.3,0.0,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,2,36.9,0.0,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,3,6.4,0.0,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,4,22.9,0.0,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,5,28.8,0.0,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,6,37.6,0.0,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,7,155.5,169.9,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,8,186.6,169.9,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,9,64.2,169.9,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,10,115.6,169.9,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,11,18.1,0.0,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
30,BAWANA,Narela,2026,12,36.0,0.0,1.7,0.14,0.33,0.59,1,19.5,233.0,10.76,0.2,0.144
31,NANGAL THAKRAN,Narela,2026,1,22.9,0.0,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,2,5.0,0.0,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,3,37.0,0.0,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,4,34.5,0.0,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,5,31.0,0.0,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,6,10.9,0.0,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,7,70.5,150.7,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,8,61.5,150.7,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,9,173.1,150.7,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,10,207.9,150.7,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,11,20.1,0.0,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
31,NANGAL THAKRAN,Narela,2026,12,9.2,0.0,1.38,0.063,0.3,0.39,1,17.0,220.9,7.39,0.0,0.047
32,KANJHAWALA,Narela,2026,1,7.5,0.0,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,2,23.4,0.0,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,3,31.6,0.0,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,4,29.9,0.0,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,5,11.8,0.0,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,6,21.5,0.0,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,7,130.3,202.1,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,8,114.3,202.1,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,9,137.9,202.1,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,10,120.2,202.1,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,11,12.0,0.0,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
32,KANJHAWALA,Narela,2026,12,19.4,0.0,3.1,0.069,1.32,0.51,1,38.7,236.3,4.58,0.0,0.113
33,RANI KHERA,Narela,2026,1,25.7,0.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,2,15.6,0.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,3,23.6,0.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,4,24.8,0.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,5,26.0,0.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,6,10.8,0.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,7,114.6,137.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,8,154.9,137.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,9,214.9,137.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,10,173.7,137.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,11,37.3,0.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
33,RANI KHERA,Narela,2026,12,31.7,0.0,1.95,0.131,1.51,0.65,5,86.6,198.6,5.69,0.0,0.013
34,NANGLOI,Narela,2026,1,39.9,0.0,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,2,39.2,0.0,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,3,11.5,0.0,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,4,20.6,0.0,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,5,22.1,0.0,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,6,33.5,0.0,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,7,66.9,136.9,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,8,122.9,136.9,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,9,156.8,136.9,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,10,86.6,136.9,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,11,27.0,0.0,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
34,NANGLOI,Narela,2026,12,37.3,0.0,2.73,0.107,1.32,0.42,1,24.8,207.6,5.39,0.2,0.122
35,MUNDKA,Narela,2026,1,5.8,0.0,2.08,0.051,0.76,0.32,3,43.8,238.0,27.68,0.0,0.051
35,MUNDKA,Narela,2026,2,18.8,0.0,2.08,0.051,0.76,0.32,3,43.8,238.0,27.68,0.0,0.051
35,MUNDKA,Narela,2026,3,14.1,0.0,2.08,0.051,0.76,0.32,3,43.8,238.0,27.68,0.0,0.051
